,,,R199HC,Fairness Monitoring Services
,,,R199HD,Values and Ethics Services
,,,R199I,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
,,,R199IP,Personnel Management: Staffing
,,,R199J,Administrative Services
,,,R199L,Facilities Operations Service
,,,R199V,Health and Safety on Construction Sites
,,,R199W,Cable Plant -Services
,,,R199X,Adjudication Services
,R201 Civilian Personnel Recruitment (inc. Services of Employment Agencies),R201,R201A,General Office Help
,,,R201AA,"Temporary Help Services, General Office Support"
,,,R201AC,Temporary Help Services - Administrative
,,,R201BA,Temporary Help Services - Professional and Technical
,,,R201D,Services of Individuals - Except Consultants
,,,R201DB,Services of Individuals - Management
,,,R201DD,Services of Individuals - Environment
,,,R201DF,Services of Individuals - Mechanical and Electronic Contractors
,,,R201DG,Services of Individuals - General Labourers and Trade Helpers
,,,R201DH,Services of Individuals - Truck Drivers
,,,R201DI,Services of Individuals - Cook (Chef)
,,,R201E,"Temporary Help, N.E.S."
,,,R201EA,Temporary Help Services - Industrial
,,,R201F,"Hiring of Ships' Crews, Pilots, Etc."
,,,R201FA,"Services Related to Water Transportation - Hiring of Ships' Crews, Pilots, Etc."
,,,R201H,Executive Search Services
S. Utilities,S000 Gas Services ,S000,S000A,Gas Services
,S001 Electric Services ,S001,S001A,Electricity Services
,"S002 Telephone and/or Communications Services (incl. Telegraph, Telex and Cablevision Service) ",S002,S002A,Telephone Services
,,,S002AC,Telephone/Station Message Call Detail Recording Services
,,,S002C,Cablevision Service
,,,S002E,Communications Services
,S003 Water Services ,S003,S003A,Water Supply
,,,S003DA,SEPTIC TANK AND LATRINE SERVICE
,,,S003E,Water Treatment Services
,,,S003F,"Boiler, Chemical Water Treatment & Related Services"
,S099 Other Utilities ,S099,S099A,Sanitary Services
,,,S099D,Swill Collection and Disposal
,,,S099EB,Waste Oil Removal Services
,,,S099EC,Street Washing Services
,,,S099H,"Specialized Sanitary Services, Not Elsewhere Specified"
,,,S099I,"Utility Services, Not Elsewhere Specified"
,,,S099IB,"Tanks, Fuel, Oil Cleaning Services"
,,,S099J,"Utilities (Electricity, Water, Gas, and Sanitary Services)"
"T. Communications, Photographic, Mapping, Printing and Publications Services",T000 Communications Studies ,T000,T000A,Communication Telemarketing
,,,T000B,Strategic Communication Services
,,,T000C,Communication Planning and Development
,,,T000D,Communication Evaluation and Assessment
,,,T000E,Communication Program/Project Implementation
,,,T000F,Communication Research and Analysis
,,,T000G,Communication Support Products
,,,T000GA,Communication Promotional Material (including printing and identification)
,,,T000H,Communication Writing and Editing Services
,,,T000I,Communication Projects
,,,T000K,Telephone Services / Contact Centre Services
,,,T000L,Communication Project Management Services
,,,T000M,Information Dissemination Service
,"T001 Market Research and Public Opinion Services (Formerly Telephone and Field Interview Services incl. Focus testing, Syndicated and attitude Surveys) ",T001,T001A,Public Opinion Research - Quantitative
,,,T001B,Public Opinion Research - Qualitative
,,,T001C,Public Opinion Research - Quantitative & Qualitative
,,,T001D,Public Opinion Research - Syndicated Studies
,,,T001E,Public Opinion Research - other
,,,T001G,Communication Marketing Management
,,,T001GA,Market Research
,,,T001GB,Marketing Strategy
,,,T001H,Stakeholder and Citizen Consultation and Engagement Services
,,,T001HA,Stakeholder and Citizen Consultation and Engagement Services - In Person
,,,T001HB,Stakeholder and Citizen Consultation and Engagement Services - Online
,T002 Communications Services (incl. exhibit Services) ,T002,T002A,"Expositions, Design and Fabrication Services"
,,,T002AA,Fabrication of Exhibits
,,,T002AB,Custom Exhibit Fabrication
,,,T002AI,Graphic Production
,,,T002AJ,Graphic Design and Exhibit Design
,,,T002AJA,Graphic Design Services
,,,T002AK,Research and Writing
,,,T002AP,"Contractor Services for Furniture Rental, Electrical, Plumbing and Decorative Fixture (for Exhibits)"
,,,T002AQ,Site Management Services for Exhibit
,,,T002AT,Exhibit Artifacts - Display Objects
,,,T002B,Internal Communications Programs
,,,T002C,Travelling Exhibits
,,,T002D,Corporate Sponsorship
,,,T002G,Internet Communication Services
,,,T002GA,Website Communications Consultation and Design
,,,T002GB,Website Content Maintenance and Updating
,,,T002GC,Website Analysis and Evaluation
,,,T002GD,Webcasting
,,,T002GE,Streaming Audiovisual Services
,,,T002GF,Internet Based Communications Research
,,,T002GG,Conversion of Print Material for Internet Application
,,,T002GJ,Design of Graphics for Internet Application
,T003 Advertising Services ,T003,T003A,Advertising
,,,T003AA,Advertising Creative Services
,,,T003AC,Public Notices Services
,,,T003AD,Strategic and /or Media Planning Services
,,,T003AF,Advertising Media Buying/Placement
,,,T003AG,Advertising Related Services
,,,T003AH,Public Relations Services Related to Advertising
,"T004 Public Relations Services (incl. Writing Services, Event Planning and Management, Media Relations, Radio and TV Analysis, Press Services) ",T004,T004A,Public Relations Services Non-Related to Advertising
,,,T004AB,Public Relations Planning and Development
,,,T004B,Events Planning and Management
,,,T004BA,Conference Planning Services
,,,T004D,Media Analysis
,,,T004E,Media Relations
,,,T004F,On-Site Live Entertainment
,,,T004H,"Writing Services (including, editing, adaptation, etc.)"
,,,T004I,"Meeting, Conference, Convention and Special Event Management Services"
,,,T004J,Press Service
,,,T004JD,Press Release Distribution
,,,T004K,Media Monitoring Services
,,,T004KA,Social Media Monitoring
,,,T004N,Language Adaptation
,,,T004P,Meeting Facilitator Services
,,,T004Q,Transcription of Live Events
,,,T004R,Online News Database
,T005 Arts/Graphics Services ,T005,T005A,Graphic Design Services - including website
,T006 Cartography Services ,T006,T006A,Cartography Services
,T007 Charting Services ,T007,T007A,Marine Cartography Services
,T008 Film Processing Services ,T008,T008AB,Photo Finishing Services - Laminating
,T009 Film/Video Tape Production Services ,T009,T009A,Audio Visual Production Services
,,,T009BAA,"Videodisc Production: All Levels, Computer Programming - Interactive Touch Screen"
,,,T009BAB,Subtitling
,,,T009BAC,Satellite Transmission
,,,T009BH,Video Production Services
,,,T009BO,Multi-Image Production Services
,,,T009BP,Audio/Visual Freelance and Project Management Services
,,,T009BQ,Sound Studio Services
,,,T009BR,Audio/Visual Language Adaptation/Versioning Services
,,,T009BU,Audio Visual Services - Interactive/Multimedia including implementation for website use
,,,T009BV,Film Production: IMAX-OMNIMAX/SHOWSCAN/CIRCLE VISION
,,,T009BW,Video Production: Video Wall/Laser/Light and Sound
,,,T009BX,Multi Media (AV and Print and Packaging)
,,,T009BY,"Film Laboratory, Film Processing, Release Printing"
,,,T009BZ,Videotape/DVD/BluRay Duplication
,,,T009CA,Distribution Services: Film and Video
,,,T009D,Audio and Video Technical Services
,,,T009E,Audio Recordings/Talking Books
,T011 Photogrammetry Services ,T011,T011A,Photogrammetric (Line) Map Production
,,,T011B,Photo-Map Production
,T012 Aerial Photographic Services ,T012,T012A,Aerial Photography Other Than Survey and Mapping
,,,T012E,Aerial Photographic Services
,T013 General Photographic Services - Still ,T013,T013B,General Commercial Photography
,,,T013BZ,Visual Information System
,,,T013D,Satellite Data Processing and Related Services
,T014 Print/Binding Services ,T014,T0149H,"Identification Printing (cards, laminated products) - Non-secure"
,,,T0149J,Inserting - Direct Mail
,,,T014A,Publications
,,,T014AC,"Printing, Web"
,,,T014AK,"Printing, Offset, Small, up to 19 X 26 - Informational, Process Colour - 2"
,,,T014C2,Maps - Printing
,,,T014C4,Cheque Inserts
,,,T014D1,"Security Printing, Paper Documents (including bonds)"
,,,T014D10,Security ID Printing Passes/Cards
,,,T014D11,Security Printing Exam Sheets
,,,T014D12,Security Printing Warrants
,,,T014D2,"Security Printing, Passports"
,,,T014D3,"Security Printing, Spirit / Tobacco Labels"
,,,T014E5,Promotional Items (Printed Only)
,,,T014F1,File Folders - Printed
,,,T014F3,"Folders, Kit"
,,,T014G1,"Decals, Printed"
,,,T014G2,Tags
,,,T014G3,"Labels, Printed"
,,,T014H14,Forms Flat Video Jacket Inserts
,,,T014H15,Flat Printing  / Loose leaf Printing
,,,T014H2,"Forms, Flat, Calling Cards"
,,,T014H5,Flat Printing
,,,T014H6,Forms Flat Telephone Pads Etc.
,,,T014H7,Forms Flat Business
,,,T014H8,Forms Flat Complimentary Cards
,,,T014JK,Multipart Forms
,,,T014KA,"Forms, Continuous"
,,,T014L5,Dividers - Printed
,,,T014N1,Graphic Design and Production
,,,T014N1R,"Typesetting, Composition - Regional"
,,,T014N3,Camera-Ready Art
,,,T014P,Micrographic Services (Including Microfilming)
,,,T014Q10,Offset Printing and Variable Imaging
,,,T014Q4,Electronic Printing Direct Mail
,,,T014Q5,Electronic Printing Cheques
,,,T014Q8,Electronic Printing on Demand
,,,T014Q9,Database/Variable Imaging
,,,T014QB,Electronic Publishing
,,,T014R1C,"Calligraphy, Design and Artwork"
,,,T014R1N,"Writing (Copy Writing, Tech Writing, Editorial, Translation Manual, Musicology)"
,,,T014R4A,Negatives
,,,T014R4C,Forms Management
,,,T014RB,Forms Design
,,,T014SR,Printing of Envelopes
,,,T014U,"Addressing, Distribution and Mailing Lists Management"
,,,T014V0A,White Printing
,,,T014V0C,"Binders, Printed"
,,,T014V1,"Alternate Format Printing (includes Braille, Large Print and Tactile Graphics)"
,,,T014V8A,Copying Services
,T015 Reproduction Services ,T015,T015AA,Photocopying Services
,,,T015AC,Blue Printing and Engineering Drawing Reproduction
,T016 Topography Services ,T016,T016B,"Mapping Services, N.E.S."
,,,T016CA,Map Production: Control Survey Support for Mapping
,,,T016CB,Map Production: Aerial Triangulation and Numerical Adjustment for Mapping
,,,T016CC,"Map Production: Photogrammetric Mapping and Revision Large Scale 1:500 to 1:10,000"
,,,T016CE,Map Production: Photomapping
,,,T016CF,Map Production: Orthophotomapping
,,,T016CG,Map Production: Digital Mapping
,,,T016D,Map Production: Photogrammetric and Cartographic Reproduction
,,,T016DA,Map Production: Reprographic Digitizing
,,,T016DB,Map Production: Data Structuring
,,,T016E,Aeromagnetic Survey F.W. for Mapping
,,,T016F,Aeromagnetic Survey Services: R.W. for Mapping
,,,T016G,Electromagnetic Survey Services: F.W. for Mapping
,,,T016H,Electromagnetic Survey Services: R.W. for Mapping
,,,T016I,Gradiometric Survey Services: F.W. for Mapping
,,,T016K,Radiometric Survey Services: F.W. for Mapping
,,,T016L,Radiometric Survey Services: R.W. for Mapping
,,,T016M,VLF/Electromagnetic Survey Services: F.W. for Mapping
,,,T016O,Topography Services
,,,T016P,Airborne Geophysical Surveys Specialty Commercial Air Services
,T018 Audio/Visual Services ,T018,T018A,Archival Services: Preparation Cataloguing and Preservation
,,,T018BA,Sound Production and Re-Production
,,,T018BE,"Tape Duplication Services, Audio"
,,,T018E,Monitoring
,"T019 Land Surveys, Cadastral Services (non-construction) ",T019,T019A,Surveying Services
,,,T019AA,Land Surveying Services
,,,T019AB,Geophysical Surveying Services
,,,T019B,Thermovision and Thermographic Surveys
,,,T019C,Geodetic Surveying Services
,,,T019CC,Geodetic Surveying Services: Global Positioning System-Positional Control (3D) High Accuracy
,,,T019D,"Survey Services, Interior and Exterior"
,,,T019E,Surveying and Mapping Services
,"T099 Other Communication, Photographic, Mapping, Printing and Publication Services ",T099,T099A,"Publishing, Co-Publishing and Support Services - Paper and Electronic Format"
,,,T099AA,Co-Publishing of Books
,,,T099AB,Publishing Support Services
,,,T099C,Desk Top Publishing Services
,,,T099D,Newswire Services
,,,T099E,"Surveys, Not Elsewhere Specified"
,,,T099G,Restoration of Works of Art
,,,T099H,"Communication Publications - Ordering, Warehousing and Distribution"
,,,T099J,Document Management and Printing
U. Education and Training Services,U001 Lectures For Training ,U001,U001A,Seminars
,,,U001C,Negotiating Skills Training Courses
,,,U001M,Problem Solving/Decision Making Training Courses
,,,U001T,Time Management Training Courses
,,,U001V,Quality Assurance Training Courses
,U002 Personnel Testing ,U002,U002C,Vocational and Psychometric Testing
,U003 Reserve Training (Military) ,U003,U003A,Reserve Training - Military
,U004 Scientific and Management Education ,U004,U004A,Management Training
,"U005 Tuition, Registration, and Membership Fees ",U005,U005B,Corporate Membership Subscription Fees
,U006 Vocational/Technical ,U006,U006A,Secretarial and Stenographic Courses
,,,U006B,COMMUNITY COLLEGES
,,,U006C,Technical / Vocational Training
,U008 Training/Curriculum Development ,U008,U008B,Evaluation Design (Training)
,,,U008C,Training Design
,,,U008D,Conduct of Training
,,,U008F,Training Analysis and Design Courses
,,,U008G,Conduct Training for Instructors Courses
,,,U008N,Training and Curriculum Development
,,,U008P,End-to-End Learning Services (Excludes COTS Training)
,U009 Informatics Training ,U009,U009A,EDP Training
,,,U009AA,Educational Services - ADP Training
,,,U009B,Computer Assisted Learning
,,,U009E,Informatics Training
,U010 Certifications and Accreditations for Educational Institutions ,U010,U010P,Certification and Accreditation - Emergent Care Training
,,,U010Q,Certification and Accreditation-Medical Training
,U099 Other Education and Training Services ,U099,U099A,Business Training
,,,U099AA,Educational Services - Business Training
,,,U099AB,Cross-Cultural Training
,,,U099BA,"Pilot Training Services, Aircraft"
,,,U099BB,Driver Training
,,,U099BC,Firearm Training
,,,U099BE,Airborne Combat Support Training - Fighter and Trainer Aircraft only
,,,U099BF,Marine Training
,,,U099BG,Search and Rescue Training
,,,U099C,"Educational Services, N.E.S."
,,,U099D,Language Training Services
,,,U099M,Personal Health Related Training Courses
,,,U099N,Pre-Retirement Related Training Courses
,,,U099Q,Marketing Training Courses
,,,U099S,Safety Training Courses
,,,U099SA,Health and Safety Consultation and Training
,,,U099SB,Pest Management Training
,,,U099SC,Fitness Evaluation and Training
,,,U099SD,Wilderness Training
,,,U099T,First Aid Training Courses
,,,U099U,Career Path Planning Training Courses
"V. Transportation, Travel and Relocation Services",V001 Motor Freight ,V001,V001A,Freight and Cargo Services
,,,V001AA,"Freight and Cargo Services, Including Marshalling, Packaging, Crating and Storage and Forwarding Services"
,,,V001B,Trucking
,,,V001BA,"Movers, Furniture and Office Equipment and Storage"
,,,V001C,"Freight and Cargo Handling Services, Not Elsewhere Specified"
,V002 Rail Freight ,V002,V002A,Rail
,V005 Motor Passenger Service ,V005,V005A,"Motor Passengers, Mail and Merchandise Transportation Service"
,V010 Taxicab Services ,V010,V010A,Taxi Services
,,,V010AA,Taxi Passenger Service
,V100 Vessel Freight ,V100,V100B,Water Transportation
,V101 Marine Charter for Things ,V101,V101AA,Vessel Charter
,V102 Marine Passenger Service ,V102,V102A,Operation of Ferries
,V103 Passenger Marine Charter Service ,V103,V103A,Services Related to Water Transportation
,,,V103BA,Ship Mooring Services
,V200 Air Freight ,V200,V200A,Air
,,,V200B,Air Transportation
,,,V200C,Air Transportation - Business Travel
,V201 Air Charter for Things ,V201,V201A,Fixed Wing Aircraft - Airplane Charter
,,,V201B,Rotary Wing Aircraft - Helicopter Charter
,,,V201C,Class 9-4:  Fixed Wing International Charter Commercial Air Services
,,,V201D,Class 9-4: Rotating Wing International Charter Commercial Air Services
,V202 Air Passenger Service ,V202,V202A,Passenger Service
,,,V202BA,Limousine Services
,V203 Passenger Air Charter Service ,V203,V203A,Aircraft and Glider Dry Leases
,"V204 Specialty air Services including Aerial Fertilization, Spraying and Seeding ",V204,V204A,Air Taxi
,,,V204D,Express Messenger Service
,,,V204E,Services Related to Air Transportation
,,,V204F,Aerial Application and Distribution Services
,,,V204G,Aerial Control Services
,,,V204H,Aerial Inspection and Reconnaissance Services
,,,V204I,Flying Training
,,,V204IA,Parachute Operations
,,,V204J,Air Ambulance Services
,,,V204L,Ground Handling Services
,,,V204M,"Operation, Maintenance and Servicing of Crown Owned or Leased Aircraft"
,,,V204N,Air-to-Air Gunnery Towing and Scoring Services
,V401 Other Transportation Travel and Relocation Services ,V401,V401B,Transportation
,,,V401C,Bus Services
,,,V401CA,Bus Passenger Service
,,,V401CB,"Bus, Shuttle Services"
,,,V401F,Search and Rescue Operations
,,,V401I,"Transportation Services, Not Elsewhere Specified"
,,,V401IB,Vehicle Towing Services
,,,V401IC,Transportation Service - Armoured Vehicles
,,,V401ID,Transportation Services - Bush
,,,V401IE,Transportation Services - Hazardous Wastes
,,,V401J,Transportation and Charters
,V403 Other Vehicle Charter for Transportation of Things ,V403,V403A,Charters
,,,V403B,Transportation Services - Helicopter and Aircraft
,V501 Vessel Towing Service ,V501,V501A,Towing and Tugboat Services
,V502 Relocation Services ,V502,V502A,Relocation Services
,,,V502B,"Hotels, Motels and Commercial Accommodation"
,,,V502BA,"Hotels, Motels and Boarding Houses"
,,,V502BAA,"Hotels, Motels and Boarding Houses with Cooking Facilities"
,,,V502BAB,"Hotels Motels and Boarding Houses, as Detention Centres"
,,,V502C,"Accommodation and Food Services, N.E.S."
,,,V502CA,Accommodation and/or Food Support Services
,V503 Travel Agent Services ,V503,V503A,Tour Guides
,,,V503B,Travel Management Services
,V505 Warehousing and Storage Services ,V505,V505A,Storage and Warehousing
,,,V505B,Packaging and Crating
,V506 Salvage of Marine Vessels ,V506,V506A,Diving and Salvage Services
W. Lease or Rental of Equipment,WO Lease or Rental of Equipment ,-,-,-
